Kommune,Jahr,Name der Beteiligung,Ausschuss,Thema,Beschlussempfehlung,Begründung,Änderungen,Antragsteller W,Antragsteller M,Antragsteller D,im Ausschuss genehmigt,im Rat genehmigt,AGS,Einwohnerzahl,stärkste Fraktion,Schulform,Bundesland,Klassenstufe,urban/ländlich,Status in echt,Anmerkungen,Ansprechpartner
Niesky,2022,Jugend entscheidet,Verkehr,Ordnung und Bänke am Busbahnhof,"Der Stadtrat möge beschließen, dass die Bänke am Busbahnhof neu gestrichen und ein oder zwei Hundekotbeutelspender hingehangen werden sollen.","Es ist einfach ekelhaft am Busbahnhof. Überall liegen Flaschen und Müll. Wir würden Plakate oder Zettel verteilen, die an Schüler gerichtet sind, die sich daran beteiligen wollen, um den Platz sauber zu halten. Es würde bestimmt keiner freiwillig machen, sodass man eventuell eine Belohnung bekommt wie z.B. eine 1 in Mitarbeit.",,,,,,nein,14626370,9249,"AFD, CDU, BBN",Gymnasium,Sachsen,,ländlich,,,
Niesky,2022,Jugend entscheidet,Jugend,Zapfsäule/Snackautomat,"Der Stadtrat möge beschließen, dass eine Zapfsäule mit einem Snackautomat auf dem Platz der Jugend oder auf dem Zinzendorfplatz angebracht wird.","Der Automat wird nicht fest angebracht, damit man die Säulen auch umstellen kann. Damit man schauen kann wo es am besten Geld einbringt. Diese 4 Getränke (Apfelsaft, Cola, Sprudel - und stilles Wasser) und Snacks werden für ein halbes Jahr Probe angeboten. Die Zapfsäule bietet eine 24h Selbstbedienung zum selber abfüllen. Dabei wird weniger Müll verursacht und das Risiko herumliegender Scherben wird minimiert.",,,,,,nein,14626370,9249,"AFD, CDU, BBN",Förderschule,Sachsen,,ländlich,,,
Niesky,2022,Jugend entscheidet,Umwelt,Licht durch Solarenergie für den Rosenpark + Basketballkörbe,"Der Stadtrat möge beschließen, dass Beleuchtung betrieben durch Solarzellen am „Fußballkäfig“ verbaut wird. Eine Umleitung der gewonnenen Energie in den Rosenpark zu der Überdachung ist möglich. Zudem möge der Stadtrat beschließen, dass die Umsetzung eines Basketballspielfeldes erfolgt. Mithilfe des grünen Stroms ist auch eine Bank mit einer Reihe von Steckdosen und einem Hotspot umsetzbar.","Im Winter wird es schnell dunkel und es wäre gut, wenn man auch abends oder nachmittags mit guter Beleuchtung spielen könnte oder im Fall der Überdachung wäre es dann möglich, in Dunkelheit zu sitzen oder sich zu treffen. Solarenergie bietet sich an, um Kosten zu sparen und nachhaltig zu sein. Das Angebot eines Basketballspielfeldes ist sehr gefragt und beliebt in der modernen Pop-Kultur, somit ist die Machfrage in allen Fällen gedeckt. Die Entstehung der neuen Rosenturnhalle eckt die Solargewinnung ab, weswegen die Umsetzung der Laternen und der Bank realisierbar ist. Die Bank ist eine gute Option für einen Jugendtreffpunkt, die Steckdosen helfen Personen mit wenig Akku.",,,,,,ja,14626370,9249,"AFD, CDU, BBN",Berufsbildende Schule,Sachsen,,ländlich,,,
Niesky,2022,Jugend entscheidet,"Schule, Jugend",E–Sports Niesky,"Der Stadtrat möge beschließen, dass eine E-Sports-AG von den Schulen in Niesky angeboten wird.","Wir sind der Meinung, dass eine E-Sports-AG an den Schulen Nieskys schon längst überfällig ist. Betrachtet man die jetzigen Ganztagsangebote, durchgeführt von Oberschule und Gymnasium, so wird schnell klar, dass die Annahme vor allem in den höheren Jahrgängen in letzter Zeit schrumpfend ist. Begründen lässt sich diese Entwicklung / dieser Zustand vor allem mit dem jetzigen Angebot an den Schulen. Dieses ist natürlich nicht nur schlecht mit Trendsportarten wie Volleyball oder Karate, jedoch sind wir der Meinung, dass mit Blick in die Zukunft ein wirkliche fortschrittliche AG noch fehlt. Eine AG, die mithilfe unseres Projektes geschaffen werden könnte. Dementsprechend müsste man sich also über die Beteiligung der Schüler keine Gedanken machen. Videospiele sind so verbreitet und groß wie noch nie zuvor. Worauf also noch warten und jetzt schon zu den Trends von morgen gehören!",,,,,,ja,14626370,9249,"AFD, CDU, BBN",KiTa,Sachsen,,ländlich,,,
Niesky,2022,Jugend entscheidet,"Jugend, Kultur",Graffitiwand und Jugendclub,"Der Stadtrat möge beschließen, dass wir im Bahnhofsgebäude einen Club, der mitunter Spraydosen für eine Spraywand im Park verkauft, gründen. Außerdem soll der Club für wartende und durchreisende Personen als Wartemöglichkeit dienen.","Die künstlerische Auslebung kann auf dieser Spraywand ausgelassen werden. In dem Club gibt es Snacks für wartende und durchreisende Personen. Die Einnahmen des Clubs werden für die Beschaffung der Dosen und Sonstiges genutzt. Die Wand stellen wir uns 8 Meter lang, 2 Meter hoch und 30 cm dick vor.",,,,,,ja,14626370,9249,"AFD, CDU, BBN",nachholend,Sachsen,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Sport, Jugend",Skaterbahn,"Die Stadtvertretung möge beschließen, dass der Skatepark erweitert werden soll.","Man könnte eine Bowl am Zaun an der Wakendorfer Straße bauen, sollte der Platz nicht reichen könnte man dies auf der Wiese vorm Friedhof bauen oder man fragt den Bauern nach seiner Wiese. Ein Airbag könnte man mit Solar betreiben, das Airbag könnte man auch zur Wiese vorm Friedhof bauen.Und der Unterstand an der Skaterbahn sollte erneuert auf Grund von Verschmutzungen und er könnte Steckdosen gebrauchen. Wir würden den Pumptrack auch an der Wiese vorm Friedhof wünschen.",Die Wiese des Bauerns ist nicht möglich.,,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Jugend, Umwelt, Stadtentwicklung",Dirtpark in Preetz,"Die Stadtvertretung möge beschließen, dass ein Dirtpark in Preetz gebaut werden soll am besten wäre es in der Feldmarkt auf einer Wiese. Ein Beispiel wäre wie in Flintbek. Bilder sind im Anhang . Für alle die nicht wissen, was ein Dirtpark ist, das ist ein Park für Fahrräder mit Sprüngen . Man gründet ein Verein, dann ist alles und jeder versichert und man bekommt keine Probleme, außerdem müssten eine gute Zufahrtsstraße für Rettungsdienst vorhanden sein, falls es zu Notfällen kommt. Auch die Baukosten sind relativ gering, da im Grunde nur Erde und ein wenig Holz benötigt wird.","Wenn der Park gebaut wird ,werden im Wald nicht mehr so viele illegale Strecken gebaut. Mehr Spaß für die Mountainbiker und die Förster regen sich nicht mehr auf, weil die Mountainbiker den Wald kaputt machen. Außerdem bekommen die Jugendlichen eine weitere Möglichkeit, sich sportlich und draußen zu bewegen. Neue Bekanntschaften können gemacht werden, die Jugend kann sich vernetzen.",,,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,Sport,Öffentliche Fitnessanlagen,"Die Stadtvertretung möge beschließen, dass eine Fitnessrunde ausgebaut und mit weiteren Sportgeräten ausgestattet wird.","Die Fitnessrunde sollte vom Wehrberg bis zu dem lanker See, mit weiteren Sportgeräten ausgestattet werden. Dadurch wäre eine sportliche Alternative für Jugendliche geschaffen, sodass auch Personen aus ärmeren sozialen Verhältnissen trainieren können ohne Mitgliedsbeiträge leisten zu müssen.So würden Schüler einen sportlichen Ausgleich haben.Sicherheit könnte durch das aufstellen von Info Tafeln und QR–Codes, zum richtigen trainieren, garantiert werden. Auch sollen genügend Trainingsgeräte für ein ausgeglichenes Training bereitgestellt werden.Dadurch kann Preetz zu einer sportlichen und gesunden Stadt verändert werden.",Es soll eine Erweiterung zu dem schon geplanten geben.,,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Verkehr, Bau, Stadtentwicklung",Laternen bei der Fahrradstraße,"Die Stadtvertretung möge beschließen, dass bei der Fahrradstaße ,auf Schulwegen... Laternen hingestellt werden.","Wir möchten dort Laternen hingestellt bekommen ,da man im Moment an diversen Stellen /Straßen noch schlechte ,Beziehungsweise gar keine Straßenbeleuchtungen sind. Auf jedem Fall fällt dies auf den Wegen zu den Kitas,Schulen, Kreuzungen und Kreisverkehren auf.Vorallem fallen uns die Straßen: Ecke Tapastraße ( Fahrradstraße) ,Ragniterring und Schwebstöcken auf. Wir möchten dort auch mindestens ein Staßenschild hingestellt bekommen, damit alle wissen dass es an diesen Stellen keine Straßenbeleuchtung gibt.","Es soll eine Zeitschalte geben und nicht zu teuer, nicht zu viel und zu hell und nicht zu störend für die Autofahrer sein.",,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Jugend, Sport",Mädchenteams in Sportvereinen,"Die Stadtvertretung möge beschließen, dass die Verwaltung eine Liste erstellt aus der die Anzahl der Mädchen aus der Altersgruppen von 6 bis 19 Jahren beinhaltet. Es gibt genug Platz denn es gibt drei Sporthallen, man kann ja sonst auch eine Sporthalle teilen.Es gibt eine Lehrkraft die diese Verantwortung tragen würde.Die Schulen werden gebeten, ebenfalls eine Liste zu erstellen, um Jugendliche aus den Umlandgemeinden zu erfassen.",Stärkung der Frauen im Sport. Denn in gemischten Teams  müssen die Mädchen immer auf der Seitenbank sitzen oder die Mädchen stehen nur in der  Halle und bekommen denn Fußball nicht.,Es soll vorab eine Interessensumfrage bei den Mädchen im entsprechenden Alter geben.,,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,Verkehr,Ausbau Der Radwege,"Die Stadtvertretung möge beschließen, dass einige Fahrradwege in Preetz zu einer sichereren Benutzung mit Schildern und Markierungen auf den Wegen ausgebaut werden.","Damit fordern wir, dass die Radwege auf der ganzen Strecke sichtbar rot markiert werden und am Straßenrand Schilder für Autofahrer aufgestellt werden sollen.Dadurch wird es den Fahrradfahrern ermöglicht auf einem sicheren Straßennetz zu fahren.Beim Fahren auf den herkömmlichen Wegen kann es häufig sehr eng werden und das Risiko, in ein Auto zu fahren ist sehr hoch.Zu beachten ist, dass der Ausbau der Fahrradwege Teil des Mobilitätskonzepts und ein richtiger Schritt in Richtung Klimaneutralität für Preetz ist.Es möge ein vollkommenes Halteverbot auf den Strecken gelten.Außerdem sollte Preetz an die Velo Route angeschlossen werden, was eine ungestörte Fahrt und mehr Sicherheit im Verkehr für Fahrradfahrer bietet.","Es soll bei der Wakendorfer Straße an der Ecke nicht geparkt werden dürfen. Es sollen außerdem Schilder aufgestellt werden mit dem Hinweis: ""Achtung! Hier Fahrradfahrer"" und es sollen 30-er Zonen dort eingerichtet werden, wo es keine Fahrradwege gibt. Fahrradwege sollen u.a. an folgenden Straßen entstehen: Wakendorfer Straße und Kircher Straße",,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Umwelt, Sport, Jugend","Wasserrutsche Lankersee, Postsee wiedereröffnen","Die Stadtvertretung möge beschließen, dass am Lankersee eine Wasserrutsche gebaut wird und eine Badeaufsicht benötigt wird, sowie das der Postsee wieder eine Badestelle bekommt.",Da ein Sprungbrett  nicht möglich sein kann ist eine Wasserrutsche eine gute Alternative. Vor 20 Jahren war  bereits eine Öffentliche Badestelle am Postsee und vielleicht könnte man es wiederbeleben damit wieder mehr Besucher kommen.,,,,,,nein,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,"Digitalisierung, Stadtentwicklung",Discord-Server für Preetz,"Die Stadtvertretung möge beschließen, dass ein Discord-Server für die Stadt Preetz eröffnet wird.  ist eine kostenlose App in der man telefonieren, schreiben und videochatten kann .(siehe Anhang).Verschiedene Räume für verschiedene Themen wie z.B. Vereine, allgemeine Fragen oder Termine können eröffnet werden.Die App ist kostenlos und man bräuchte nur eine günstige Erweiterung die für 5-10€ im Monat verfügbar ist, damit die Einladung zum Server erhalten bleibt.Es wird ein Regelwerk geben, das man akzeptieren muss, um auf die anderen Bereiche zugreifen zu können.","Der Server wäre gut um Ideen und Vorschläge für die Gestaltung der Stadt Preetz einzureichen.Man kann leichter Kontakt zu den Politikern aufnehmen.Der Server wäre auch dazu da, dass die Jugendlichen aus Preetz sich mehr mit der Politik und untereinander auseinandersetzen.",,,,,,nein,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Preetz,2022,Jugend entscheidet,Verkehr,Ausbau ÖPNV,"Die Stadtvertretung möge beschließen, dass der Öffentliche Personen Nahverkehr in und um Preetz deutlich ausgebaut werden soll.","Der ÖPNV in und um Preetz ist für Jugendliche eine Möglichkeit sich freier zu bewegen, ohne von anderen Personen abhängig zu sein. Das schon beschlossene Mobilitätskonzept sollte noch weiter ausgebaut werden. Besonders wichtig sind häufigere und spätere Fahrzeiten. Eine Möglichkeit dafür ist ein amtsübergreifendes ALFA System, welches auch noch später fährt. Auch die Fahrten außerhalb der Schulzeit und am Wochenende sind schlecht ausgebaut, dadurch haben Schüler:innen, die aus dem Umfeld von Preetz kommen oder ins Umfeld von Preetz müssen, eine geringe Chance ohne Abhängigkeit an ihre Ziele zu kommen.Auch im städtischen Bereich sind Busse noch keine verlässliche Fortbewegungsmöglichkeit. Dies wäre ebenfalls durch den Ausbau des ALFA Systems veränderbar. Um Ressourcen zu sparen und die Umwelt- und Nachhaltigkeitsziele zu erreichen, sollte der Stadtbusverkehr mit E-Mobilität arbeiten. Damit ÖPNV-Nutzer:innen auch die letzten Meter nach Hause kommen, wären E-Scooter und ein weiterer Ausbau der SprottenFlotte hilfreich.",,,,,,ja,01057062,16186,CDU,,Schleswig-Holstein,,ländlich,,,
Springe,2022,Jugend entscheidet,"Kultur, Engagement, Umwelt",Bücherschränke in Springe und Region,"Der Stadtrat möge beschließen, dass in Springe und Region verteilt Bücherschränke für verschiedene Altersgruppen aufgestellt werden. Umsetzung: Man könnte diese an Bushaltestellen, Schulen, Altersheimen und in der Innenstadt (z.B am Marienbrunnen) aufstellen. Die Schränke kann man in verschiedene Altersgruppen und Genres unterteilen. Der Bücherschrank sollte außerdem Wettergeschützt sein. Die Idee dahinter wäre, dass man genauso viele Bücher wieder reintut wie man rausnimmt. Diese Idee könnte man auch vorne an den Bücherschränken vermerken. Für den Start könnte man einen Bücherspendenaufruf in der Zeitung starten, sowie die Information über den Standort und die Funktion. Außerdem könnte man die Bücherei für eine Förderung (Kooperation) anfragen.","Viele Leute lesen gerne und wollen auch teilweise ihre alten Bücher loswerden. Eine Menge gute Bücher, die andere noch lesen wollen, werden sonst weggeschmissen. Deswegen ist diese Idee nachhaltig und sinnvoll.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,"Sport, Familie",Freibad in Springe,"Der Stadtrad möge beschließen, dass in Springe ein Freibad gebaut wird.","Auf der Wiese hinter dem Hallenbad ist genügend Platz um einen Kleinkind- Bereich und ein großes Becken zu bauen und eine Tunnelrutsche mit coolen Elementen. Einen 1m, 3m und 5 Meter Turm sollte auch gebaut werden. Da im Hallenbad die Möglichkeiten für Umkleiden,Kasse und Personal schon besteht, spart das auch Geld. Im Sommer sollte das Restaurant auch als Kiosk genutzt werden können.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,Verkehr,Besserer ÖPNV und Landkreiskooperation,"Die Menschen aus den Dörfern sind immer noch unzufrieden . Abgesehen davon ist auch die Sparkasse unzufrieden, da die Kunden zu viel Geld abheben um sich neue Autos zu kaufen, weil der ÖPNV zu schlecht ist.Ein weiteres Problem ist die Landkreisgrenze, welche dazu führt, dass man mit einem GVH-Ticket nicht nach Hameln,Bad Münder,etc. fahren kann. Da müsste die Region Hannover vielleicht mit dem Landkreis  Hameln/ Pyrmont zusammenarbeiten .Es gibt auch zu wenig Sprintis. Insbesondere wenn sie teilweise die Linienbusse komplett ersetzten müssen. Man könnte also mehr Linienbusse fahren lassen. Die Sprintis sollten nur ein praktisches Zusatzangebot sein . Aber Busfahrer gibt es anscheinend leider auch nicht genug. Das liegt daran, dass viele Bewerber nur unzureichende Qualifikationen vorweisen können und deshalb nicht berechtigt sind ,einen Bus zu steuern. Wir wünschen uns das 9-Euro- Ticket dauerhaft. Lindner wird das schön irgendwie mit dem Staatshaushalt vereinbaren können. Es wäre auch wünschenswert, dass die S5 wieder bis nach Langenhagen durchfährt. Die im Moment vorhandenen Schülertickets, welche von der Schule ausgegeben werden, sollten auch für Oberstufenschüler angeboten werden. VG Schnitzel mit Pommes","Wie gesagt, die Menschen aus den Dörfern sind immer noch unzufrieden. Die Dorfbewohner geben zu Protokoll, dass die Busse zu selten fahren und außerdem nicht zuverlässig sind.",,,,,,ja,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,"Sport, Jugend",Pumptrack,"Der Rat möge beschließen, dass ein Pumptrack auf dem Gelände des Kulturtrail gebaut werden soll.","Die Stadt Springe braucht einen eigenen Pumptrack, weil der nächstgelegene ziemlich weit entfernt ist. Wir wünschen uns das der Pumptrack beleuchtet ist um auch im Dunkeln  darauf fahren zu Können. Wir hätten gerne Bänke um uns bei Pausen und Verletzungen hinzusetzten/auszuruhen zu können. Zudem wünschen wir uns auch Fahrrad-ständer/Abstellmöglichkeiten für Fortbewegungsmittel. Wir hätten gerne Hügel zum Springen und halfpipes die sowohl für Anfänger und auch für Fortgeschrittene ausgelegt sind. Es soll eine Überdachungsmöglichkeit mit Schließfächer geben, um sich vor Regen zu schützen und das Handy sicher zu verstauen. Das alles soll möglichst schnell umgesetzt werden.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,Jugend,Skatepark,"Der Stadtrat möge beschließen, dass ein Skatepark im Volkspark Springe gebaut wird, wo gerade ein Fußballplatz ist. Der Skatepark soll mit einer Pump Track verbunden werden und es soll Sitzgelegenheiten geben. Außerdem soll es Rampen auf unterschiedlichen Höhen und eine Halfpipe geben.","Es gibt in der Nähe keine Skateparks und Springe ist ein guter Ort dafür da man die Stadt gut erreichen kann aus allen nahegelegenen Dörfern. In Springe gehen sehr viele Jugendliche in die weiterführenden Schulen, dass heißt das die Schüler schon in Springe sind und sie auch alle eine Busfahrkarte haben mit der sie nach Springe kommen können.",,,,,,ja,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,"Sport, Jugend",Multifunktionalpark,"Der Stadtrat möge beschließen, dass ein Park gebaut wird, wo es einen Bolzplatz mit mehreren Toren gibt, wo jeweils ein Basketballkorb mit Gitternetz oben drauf ist , ein Kinderspielplatz mit Klettergerüst, Rutsche etc., einen Tennisplatz, eine Spraywand, einen Bikepark mit einer Jumpline, einenen Volleyballplatz, einen Skatepark, ein paar kleine Trampoline auf dem Spielplatz. Es gäbe einen freien Platz gelegen an der Hamelner Straße in der Nähe der Bushaltestelle hier in Springe.","Damit der Spielspaß von Kindern und Jugendlichen und auch Erwachsenen gefördert wird und das sich alle ordentlich austoben können. Dann wird Springe wieder eine attraktive Stadt, die auch was für Kinder und Jugendliche macht.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,Kultur,Schützen Fest,"Der Stadtrat möge beschließen, dass das Schützenfest 3 Tage im Jahr von Freitag bis Sonntag sein soll.Es soll um 14:30 Uhr beginnen und um 21:30 Uhr soll es enden.Es soll natürlich auch Fahrgeschäfte und Essens Buden geben.Der Umzug darf natürlich auch nicht fehlen mit music und allem drum und dran.","Es gab lange kein Schützenfest mehr, wir würden gerne Spaß haben und in einer großen Gemeinschaft sein. Es kommen viele Leute zusammen und man kann so neue Kontakte knüpfen, nach der Pandemie ist es nötig wieder unter die Leute kommen zu können.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Springe,2022,Jugend entscheidet,Sport,Outdoorfitnessgeräte,"Der Stadtrat möge beschließen, dass in Springe Outdoorfitnessgeräte gebaut werden.","Wir wünschen uns Outdoorfitnessgeräte, weil Sport und Bewegung wichtig sind und Spaß machen. Egal welches Alter, jeder kann sich beteiligen. Fitnessgeräte für Ausdauer und Kraft wie zum Beispiel: Standfahrrad, Crosstrainer, Klimmzugstange, Gerüste zum langhangeln (auf zwei verschieden Höhenebenen), Kletterwand, Slackline, Turnringe und ein Bodentrampolin. Um sich nicht zu verletzen wird weicher Boden vorgeschlagen. Als Ort schlagen wir den Volkspark (Erweiterung der vorhandenen Geräte) oder den Kulturtrail vor. Für das Gelände stellen wir uns Bänke, Tische, Mülltonnen, Sonnensegel und einen Trinkwasserbrunnen vor. Auch wäre ein Schild ,, Nutzung auf eigene Gefahr“ denkbar. Ein Erstehilfekasten wäre auch sinnvoll.",,,,,,nein,03241017,29897,SPD,,Niedersachsen,,urban,,,
Wilnsdorf,2022,Jugend entscheidet,"Engagement, Soziales",Feuerwehr Verbesserung,"Der Gemeinderat möge beschließen, dass Neue Jugendfeuerwehr Helme Angeschafft werden. Wir empfehlen Helme der Marke NEOPROTECT, da diese den nötigen Schutz besitzen, was bei den Aktuellen Modellen nicht vorhanden ist. Außerdem sind die Umkleidederaume  vom Gerätehaus Wilnsdorf nicht der Arbeitsstättenverordnung entspricht. Z.b. Die Damen müssen sich in der Abstellkammer umziehen neben z.B. Kontaminierter Arbeitskleidung oder Ölbindemittel und die Männer ziehen sich in der Fahrzeughalle hinter den Einsatzfahrzeugen um. Dies muss geändert werden.","Die Jugendfeuerwehr Helme sind nicht stabil genug, wenn etwas auf dem Kopf fällt. Dies trifft z.B. bei den Saugschleuchen oder Steckleitern zu, die oben auf dem Fahrzeuge gelagert Werden. Dieser können beim Abladen vom Fahrzeug jemandem Auf dem Kopf Fallen. Die neueren und Stabilere Helme können einige Verletzungen verhindern. Dies trifft auf die ganze Gemeinde zu. Die Umkleiden müssen Geändert werden, da Sich die Damen in eine Abstellkammer Neben z.B. kontaminierter Einsatzkleidung oder Ölbindemittel. Die Männer ziehen sich Hinter den Einsatzfahrzeugen um, was auch nicht zulässig ist.",Getrennte Abstimmung über Gerätehäuser und Helme,,,,,zurückgezogen,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,"Verkehr, Schule",Mehr Schulbusse,"Der Gemeinderat möge beschließen,  dass jede Schule in Wilnsdorf separate Busse bekommen.Busse sollten auch im Winter keine Orte auslassen und an alle Station fahren.Mit Spenden- und Unterschriftenaktionen werden wir Schüler mit gutem Beispiel vorangehen. Die Gemeinde Wilnsdorf soll auch mehr Druck auf den Kreis ausüben.","Damit Schüler und Schülerinnen pünktlich zum Unterricht erscheinen. Außerdem werden die Eltern entlastet, wenn sie durch die ständige Überfüllung der Busse ihre Kinder nicht mehr zur Schule fahren müssen. Auch sollen die SchülerInnen sicherere Schulwege durch die Schulbusse haben. Zuvor waren diese immer unsicher, die Busstationen wurden im Winter nicht befahren oder Schüler kamen zu spät, da sie auf Alternativen durch die überfüllten Busse zugreifen mussten.",,,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,Verkehr,Fahrradwege,"Der Gemeinderat möge beschließen ,dass im Radwegekonzept folgende mit berücksichtigt werden :Schlaglöcher großflächig erneuernFahrradwege , die von Kindern als Schulwege genutzt werden , sollten vor Schulbeginnn (ca eine Stunde vorher) beleuchtet werden.Die Fahrradwege sollten die einzelnen Ortsteile miteinander verbinden.Hinweisschilder oder eine farbliche Markierung sollten die Fahrradstreifen besser erkennen lassen.Sichere Fahrradwege zu allen Schulen in der Gemeinde.Fest installierte / diebstahlsichere Fahrradständer an allen zentralen Punkten im Gemeindegebiet.","All diese Punkte sind wichtig und zur Zeit in leider nicht gegeben. Wir sind überzeugt, dass es nachhaltiger ist, wenn man großflächig erneuert und nicht nur flickt.",Die Beleuchtung soll über einen Sensor aktiviert werden und es soll vorab geklärt werden an welc hen Stellen diese angebracht werden sollen.,,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,"Familie, Verkehr",Sichere Straßenüberquerung,"Der Gemeinderat möge beschließen, dass es an Bushaltestellen mehr  Zebrastreifen geben soll. Z.B Anzhausen Ortsanfang, Wilgersdorf Buswende, Kalteiche Wende, Oberdielfen Bruchwiese und Grundschule/Realschule Dielfen. Außerdem sollte es bei der Hauptstraße in Flammersbach und bei der Kreuzung, an der Hauptstraße in Wilgersdorf ebenfalls eine sicherere Option, zum Straßen überqueren geben. Es sollte auch Halteverbote, vor Schulen, wie zum Beispiel vor der Grundschule Niederdielfen geben.Man sollte auch ein Tempolimit, vor den Schulen in der Gemeinde Wilnsdorf und in Flammersbach einführen.Besonders vor Schulen, an Bushaltestellen und allgemeinen Gefahrenstellen, sollte man eine sichere Möglichkeit zur Straßenüberquerung schaffen.Allgemein, sollte man ein Tempolimit, in Form von Schrittgeschwindigkeit, an Bushaltestellen mit Hauptstraßenübequerung einführen. Zum Beispiel in Form von Verkehrshindernissen.","Außerdem, werden dadurch die Wege, von der Bushaltestelle bis nach Hause kürzer.Die Halteverbote, in unmittelbarer Nähe der Schulen, sollte eingeführt werden, da es sonst vor den Schuleingängen, sehr zugestellt ist.Ein Tempolimit ist wichtig, damit die Autos nicht mehr so rasen und es allgemein sicherer ist.",Es soll eine zusätzliche regelmäßige Kontrolle durch die Polizei geben.,,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
Wilnsdorf,2022,Jugend entscheidet,Umwelt,Bepflanzungen der abgeholzten Wälder,"Der Gemeinderat möge beschließen, dass die aufgrund der Borkenkäfer abgeholzten Wälder, neu bepflanzt werden. Die Wälder von Anzhausen, Rinsdorf , Wilgersdorf, Ober- und Niederdielfen, Wilnsdorf , Rudersdorf, Gernsdorf, Wilden, Flammersbach und Obersdorf sollten mit Mischwäldern bepflanzt werden und Feuchtgebiete besitzen.","Durch mehrere Bäume sieht der Wald schöner aus . Außerdem ist die Vielfalt in den Wäldern besonders wichtig da dadurch die Artenvielfalt gefördert wird.Das Aufforsten der Wälder , durch Mischwälder , unterstützt die Umwelt und erweitert den Lebensraum der Tiere. Die Luftqualität wird durch die neuen Wälder gefördert und es unterstützt die, negative Folgen , des Klimawandel zu mindern. Dies könnte man mit den Waldgenossenschaften absprechen , da es die Interessen aller Seiten abdeckt . Durch Feuchtgebiete zum Bespiel Weiher, die man auch als  Schwimmmöglichkeiten nutzen könnte , Moos oder Moore werden die Wälder unterstützt. Somit hätten die Kinder und Jugendliche auch was von den Wäldern .",Die Bäume sollen heimische Bäume sein.,,,,,ja,05970044,19793,CDU,,Nordrhein-Westfalen,,ländlich,,,
